InstructionsFilepath,Instructions2Filepath,trainingLoop.thisRepN,trainingLoop.thisTrialN,trainingLoop.thisN,trainingLoop.thisIndex,instructions_controller.thisRepN,instructions_controller.thisTrialN,instructions_controller.thisN,instructions_controller.thisIndex,instruction_slide_loop.thisRepN,instruction_slide_loop.thisTrialN,instruction_slide_loop.thisN,instruction_slide_loop.thisIndex,instructions2_controller.thisRepN,instructions2_controller.thisTrialN,instructions2_controller.thisN,instructions2_controller.thisIndex,instruction2_slide_loop.thisRepN,instruction2_slide_loop.thisTrialN,instruction2_slide_loop.thisN,instruction2_slide_loop.thisIndex,thisRow.t,notes,trainingPrep.started,trainingPrep.stopped,instructionPrep.started,instructionPrep.stopped,Instructions1.started,imageInstruct.started,buttonNext.started,buttonBack.started,Instructions1.stopped,buttonNext.numClicks,buttonNext.timesOn,buttonNext.timesOff,buttonBack.numClicks,buttonBack.timesOn,buttonBack.timesOff,test1.started,text_8.started,button.started,button_2.started,image_17.started,test1.stopped,button.numClicks,button.timesOn,button.timesOff,button_2.numClicks,button_2.timesOn,button_2.timesOff,test2.started,text_9.started,button_3.started,button_4.started,image_18.started,test2.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,button_4.numClicks,button_4.timesOn,button_4.timesOff,test3.started,text_10.started,button_5.started,button_7.started,image_19.started,test3.stopped,button_5.numClicks,button_5.timesOn,button_5.timesOff,button_7.numClicks,button_7.timesOn,button_7.timesOff,test4.started,text_11.started,button_6.started,button_8.started,image_20.started,test4.stopped,button_6.numClicks,button_6.timesOn,button_6.timesOff,button_8.numClicks,button_8.timesOn,button_8.timesOff,instruction2prep.started,instruction2prep.stopped,Instructions2.started,imageInstruct_2.started,buttonNext_2.started,buttonBack_2.started,Instructions2.stopped,buttonNext_2.numClicks,buttonNext_2.timesOn,buttonNext_2.timesOff,buttonBack_2.numClicks,buttonBack_2.timesOn,buttonBack_2.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
instructions//slide6.png,,0,0,0,0,5,0,5,0,0,0,0,0,,,,,,,,,5.755049800005509,,,,5.637536399997771,5.638064700004179,5.646082599996589,5.755049800005509,5.755049800005509,5.755049800005509,6.689699200011091,1,[0.9515754999883939],[0.9515806999988854],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,6.905441100010648,,,,6.750543000001926,6.7510143000108656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,instructions//slide7.png,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,13.00701990001835,,,,,,,,,,,,,,,,,6.884144500014372,6.905441100010648,6.905441100010648,6.905441100010648,6.905441100010648,8.822152400010964,0,,,1,[1.9358098999946378],[1.9358143999997992],8.822693800000707,8.838007900019875,8.838007900019875,8.838007900019875,8.838007900019875,10.489306100003887,1,[1.665012100012973],[1.6650169999920763],0,,,10.489872900012415,10.504696899995906,10.504696899995906,10.504696899995906,10.504696899995906,11.739170000015292,0,,,1,[1.2475745000119787],[1.2475786000140943],11.73970130001544,11.754531800019322,11.754531800019322,11.754531800019322,11.754531800019322,12.858541599998716,1,[1.117121799994493],[1.1171262999996543],0,,,12.868315800005803,12.868603200011421,12.909811300021829,13.00701990001835,13.00701990001835,13.00701990001835,19.606463700009044,1,[6.619197599997278],[6.619208999996772],0,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,instructions//slide7.png,0,0,0,0,,,,,,,,,1,0,1,0,0,0,0,0,19.926309400005266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.79725450000842,19.797806300019147,19.805001900007483,19.926309400005266,19.926309400005266,19.926309400005266,20.97787370000151,1,[1.069746799999848],[1.0697553000063635],0,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,,0,0,0,0,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,instructions//slide9.png,0,0,0,0,,,,,,,,,2,0,2,0,0,0,0,0,21.354604799998924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.18578780000098,21.186294900020584,21.19453550002072,21.354604799998924,21.354604799998924,21.354604799998924,22.58995419999701,0,,,1,[1.2606038999801967],[1.2606123999867123],69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,,0,0,0,0,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,instructions//slide7.png,0,0,0,0,,,,,,,,,3,0,3,0,0,0,0,0,22.905348900007084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.752324200002477,22.752756200003205,22.759493100020336,22.905348900007084,22.905348900007084,22.905348900007084,23.027445300016552,0,,,1,[0.14007110000238754],[0.14007850000052713],69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,,0,0,0,0,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,instructions//slide7.png,0,0,0,0,,,,,,,,,4,0,4,0,0,0,0,0,23.40681559999939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.283579100010684,23.28401970001869,23.29085049999412,23.40681559999939,23.40681559999939,23.40681559999939,23.445548200019402,0,,,1,[0.056351900013396516],[0.05636720001348294],69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,,0,0,0,0,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,instructions//slide7.png,0,0,0,0,,,,,,,,,5,0,5,0,0,0,0,0,23.77118929999415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.637964399997145,23.63849990000017,23.648391900002025,23.77118929999415,23.77118929999415,23.77118929999415,24.60605299999588,1,[0.8568166999903042],[0.8568282999913208],0,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,,0,0,0,0,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,instructions//slide7.png,0,0,0,0,,,,,,,,,6,0,6,0,0,0,0,0,24.960782000009203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.828482300014002,24.82899050001288,24.83804699999746,24.960782000009203,24.960782000009203,24.960782000009203,25.460762600007,1,[0.518102900008671],[0.5181143000081647],0,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,,0,0,0,0,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,instructions//slide9.png,0,0,0,0,,,,,,,,,7,0,7,0,0,0,0,0,25.80447090000962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.675034100015182,25.675534600013634,25.684181000018725,25.80447090000962,25.80447090000962,25.80447090000962,25.98984220001148,1,[0.2100436000037007],[0.21005300001706928],0,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,,0,0,0,0,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,instructions//slide10.png,0,0,0,0,,,,,,,,,8,0,8,0,0,0,0,0,26.33794850000413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.179591699998127,26.180088199995225,26.186383299995214,26.33794850000413,26.33794850000413,26.33794850000413,27.022139100008644,0,,,1,[0.7085833000019193],[0.708588100009365],69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,,0,0,0,0,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,instructions//slide9.png,0,0,0,0,,,,,,,,,9,0,9,0,0,0,0,0,27.273259000008693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.174380500015104,27.174784400005592,27.181792500021402,27.273259000008693,27.273259000008693,27.273259000008693,27.626581200020155,0,,,1,[0.37586430000374094],[0.3758702000195626],69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,,0,0,0,0,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,instructions//slide7.png,0,0,0,0,,,,,,,,,10,0,10,0,0,0,0,0,27.920899100019597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.82204300002195,27.82245390000753,27.828726500010816,27.920899100019597,27.920899100019597,27.920899100019597,28.239435600000434,0,,,1,[0.33965880001778714],[0.3396649000060279],69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,,0,0,0,0,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,instructions//slide7.png,0,0,0,0,,,,,,,,,11,0,11,0,0,0,0,0,28.525513200002024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.42578770002001,28.42634000000544,28.432064399996307,28.525513200002024,28.525513200002024,28.525513200002024,29.87206600001082,1,[1.3684608999756165],[1.3684659999853466],0,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,,0,0,0,0,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,instructions//slide7.png,0,0,0,0,,,,,,,,,12,0,12,0,0,0,0,0,30.254316300008213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.158689100004267,30.15915180000593,30.163600500003668,30.254316300008213,30.254316300008213,30.254316300008213,34.20589050001581,1,[3.973315899987938],[3.973324999999022],0,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,,0,0,0,0,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,instructions//slide9.png,0,0,0,0,,,,,,,,,13,0,13,0,0,0,0,0,34.47072730000946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3742704000033,34.37482420000015,34.380336400005035,34.47072730000946,34.47072730000946,34.47072730000946,40.922900500008836,1,[6.469347900012508],[6.469355700013693],0,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,,0,0,0,0,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,instructions//slide10.png,0,0,0,0,,,,,,,,,14,0,14,0,0,0,0,0,41.32091510001919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.19398900002125,41.194487900007516,41.202458200015826,41.32091510001919,41.32091510001919,41.32091510001919,42.68929760000901,1,[1.3900715000054333],[1.3900793000066187],0,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,,0,0,0,0,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,instructions//slide11.png,0,0,0,0,,,,,,,,,15,0,15,0,0,0,0,0,43.153936999995494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9618521000084,42.96236609999323,42.97066469999845,43.153936999995494,43.153936999995494,43.153936999995494,45.45557260001078,1,[2.3197322000050917],[2.3197399000055157],0,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,,0,0,0,0,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,2023-11-06_23h13.30.524,pilotv2,2023.2.3,60.02015477121431,2023-11-06 23h13.42.418097 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.758131500013405,45.75864840002032,,,,,,,,,,,,,,,,,,,
